Generated by data.opendatascotland.org,2014-02-20T14:00:24+00:00
http://data.opendatascotland.org/data/simd/income-rank,"Scottish Index of Multiple Deprivation, Income Rank"

,,http://reference.data.gov.uk/id/year/2004,http://reference.data.gov.uk/id/year/2006,http://reference.data.gov.uk/id/year/2009,http://reference.data.gov.uk/id/year/2012
http://statistics.data.gov.uk/id/statistical-geography/S01000201,Data Zone S01000201,2501,2664,3010,2559
http://statistics.data.gov.uk/id/statistical-geography/S01000202,Data Zone S01000202,2565,2522,3335,3629
http://statistics.data.gov.uk/id/statistical-geography/S01000203,Data Zone S01000203,562,92,471,766
http://statistics.data.gov.uk/id/statistical-geography/S01000204,Data Zone S01000204,2107,1865,2018,1731
http://statistics.data.gov.uk/id/statistical-geography/S01000205,Data Zone S01000205,2959,3288,3311,4098
http://statistics.data.gov.uk/id/statistical-geography/S01000206,Data Zone S01000206,3256,2980,3720,3758
http://statistics.data.gov.uk/id/statistical-geography/S01000207,Data Zone S01000207,1082,817,1252,905
http://statistics.data.gov.uk/id/statistical-geography/S01000208,Data Zone S01000208,191,268,328,798
http://statistics.data.gov.uk/id/statistical-geography/S01000209,Data Zone S01000209,57,27,110,283
http://statistics.data.gov.uk/id/statistical-geography/S01000210,Data Zone S01000210,1114,725,832,986
http://statistics.data.gov.uk/id/statistical-geography/S01000211,Data Zone S01000211,1062,959,1165,1191
http://statistics.data.gov.uk/id/statistical-geography/S01000212,Data Zone S01000212,1799,1495,1441,2464
http://statistics.data.gov.uk/id/statistical-geography/S01000213,Data Zone S01000213,1279,1760,1859,2268
http://statistics.data.gov.uk/id/statistical-geography/S01000214,Data Zone S01000214,3976,3591,4431,3951
http://statistics.data.gov.uk/id/statistical-geography/S01000215,Data Zone S01000215,4038,4686,4746,5061
http://statistics.data.gov.uk/id/statistical-geography/S01000216,Data Zone S01000216,5433,4961,4873,5433
http://statistics.data.gov.uk/id/statistical-geography/S01000217,Data Zone S01000217,1137,1082,833,1481
http://statistics.data.gov.uk/id/statistical-geography/S01000218,Data Zone S01000218,3043,3276,4144,3425
http://statistics.data.gov.uk/id/statistical-geography/S01000219,Data Zone S01000219,1098,549,957,1248
http://statistics.data.gov.uk/id/statistical-geography/S01000220,Data Zone S01000220,4394,4974,5247,5954
http://statistics.data.gov.uk/id/statistical-geography/S01000221,Data Zone S01000221,1362,1372,1509,1642
http://statistics.data.gov.uk/id/statistical-geography/S01000222,Data Zone S01000222,3260,3712,3662,3487
http://statistics.data.gov.uk/id/statistical-geography/S01000223,Data Zone S01000223,4375,3794,4903,5286
