Generated by data.opendatascotland.org,2014-02-20T14:00:09+00:00
http://data.opendatascotland.org/data/simd/health-rank,"Scottish Index of Multiple Deprivation, Health Rank"

,,http://reference.data.gov.uk/id/year/2004,http://reference.data.gov.uk/id/year/2006,http://reference.data.gov.uk/id/year/2009,http://reference.data.gov.uk/id/year/2012
http://statistics.data.gov.uk/id/statistical-geography/S01000199,Data Zone S01000199,192,252,151,152
http://statistics.data.gov.uk/id/statistical-geography/S01000200,Data Zone S01000200,1757,1923,1608,1341
http://statistics.data.gov.uk/id/statistical-geography/S01000201,Data Zone S01000201,1299,1856,1728,929
http://statistics.data.gov.uk/id/statistical-geography/S01000202,Data Zone S01000202,2486,2007,1733,1745
http://statistics.data.gov.uk/id/statistical-geography/S01000203,Data Zone S01000203,167,59,68,275
http://statistics.data.gov.uk/id/statistical-geography/S01000204,Data Zone S01000204,1127,260,374,1516
http://statistics.data.gov.uk/id/statistical-geography/S01000205,Data Zone S01000205,1658,1663,2401,1580
http://statistics.data.gov.uk/id/statistical-geography/S01000206,Data Zone S01000206,2112,1331,1553,1485
http://statistics.data.gov.uk/id/statistical-geography/S01000207,Data Zone S01000207,1208,1219,856,350
http://statistics.data.gov.uk/id/statistical-geography/S01000208,Data Zone S01000208,95,115,234,391
http://statistics.data.gov.uk/id/statistical-geography/S01000209,Data Zone S01000209,219,17,22,61
http://statistics.data.gov.uk/id/statistical-geography/S01000210,Data Zone S01000210,170,81,94,176
http://statistics.data.gov.uk/id/statistical-geography/S01000211,Data Zone S01000211,292,165,272,315
http://statistics.data.gov.uk/id/statistical-geography/S01000212,Data Zone S01000212,2028,935,703,1496
http://statistics.data.gov.uk/id/statistical-geography/S01000213,Data Zone S01000213,496,1557,1654,2154
http://statistics.data.gov.uk/id/statistical-geography/S01000214,Data Zone S01000214,3136,2760,3039,3396
http://statistics.data.gov.uk/id/statistical-geography/S01000215,Data Zone S01000215,3691,3909,3517,3498
http://statistics.data.gov.uk/id/statistical-geography/S01000216,Data Zone S01000216,2957,3321,3620,4009
http://statistics.data.gov.uk/id/statistical-geography/S01000217,Data Zone S01000217,645,497,261,331
http://statistics.data.gov.uk/id/statistical-geography/S01000218,Data Zone S01000218,1895,2681,3237,2926
http://statistics.data.gov.uk/id/statistical-geography/S01000219,Data Zone S01000219,748,336,129,222
http://statistics.data.gov.uk/id/statistical-geography/S01000220,Data Zone S01000220,4431,4413,4666,4190
http://statistics.data.gov.uk/id/statistical-geography/S01000221,Data Zone S01000221,798,679,1095,666
http://statistics.data.gov.uk/id/statistical-geography/S01000222,Data Zone S01000222,3006,3214,3658,3243
http://statistics.data.gov.uk/id/statistical-geography/S01000223,Data Zone S01000223,3276,2630,3505,3301
http://statistics.data.gov.uk/id/statistical-geography/S01000224,Data Zone S01000224,3114,2887,3172,3077
http://statistics.data.gov.uk/id/statistical-geography/S01000225,Data Zone S01000225,4458,4258,4525,4999
http://statistics.data.gov.uk/id/statistical-geography/S01000226,Data Zone S01000226,4163,5399,5768,4840
http://statistics.data.gov.uk/id/statistical-geography/S01000227,Data Zone S01000227,5710,6265,5884,5453
http://statistics.data.gov.uk/id/statistical-geography/S01000228,Data Zone S01000228,3058,3060,4056,4254
http://statistics.data.gov.uk/id/statistical-geography/S01000229,Data Zone S01000229,1919,2281,2538,2097
