area,2006,2009,2012
S01003082,199,829,547
S01003083,1227,1095,608
S01003084,1171,1950,1272
S01003085,2764,4360,3670
S01003086,1234,3367,2369
S01003087,2135,2652,3738
S01003088,732,924,345
S01003089,2337,3545,2575
S01003090,5622,4009,4125
S01003091,4293,2604,3474
S01003092,2904,4508,3305
S01003093,4024,3402,3633
S01003094,2872,2699,2519
S01003095,3420,3672,4316
S01003096,2182,1976,1690
S01003097,2180,3859,2116
S01003098,3335,3302,1761
S01003099,644,631,695
S01003100,3888,4185,4826
S01003101,1369,2178,1286
S01003102,4272,3506,3252
S01003103,4782,4672,3299
S01003104,1754,1331,1638
S01003105,2985,2210,3407
S01003106,3667,2809,2523
S01003107,2065,1813,1511
S01003108,3173,4340,2449
S01003109,4675,4653,4600
S01003110,4811,4759,4668
S01003111,449,947,154
S01003112,4173,4109,2962
S01003113,4582,4471,2335
S01003114,2878,2736,2299
S01003115,1210,2085,2040
S01003116,2338,2930,1299
S01003117,3911,3872,2376
S01003118,231,417,752
S01003119,5017,3298,3094
S01003120,1731,3965,2671
S01003121,1458,1189,2016
S01003122,4077,4703,3702
S01003123,4621,5407,4538
S01003124,3370,1727,3324
S01003125,4100,3632,4317
S01003126,115,1755,2090
S01003127,2263,3697,1796
S01003128,3054,4466,2520
S01003129,3488,2661,3741
S01003130,1562,298,870
S01003131,1225,2802,1568
S01003132,2775,3399,3798
S01003133,4048,4058,4364
S01003134,2944,2742,877
S01003135,4698,4197,4411
S01003136,1585,2236,1976
S01003137,3494,2933,1897
S01003138,1692,3359,2313
S01003139,2247,2473,2321
S01003140,1613,1587,627
S01003141,3575,2431,4051
S01003142,1997,1749,2226
S01003143,3155,2170,4257
S01003144,1507,1272,1901
S01003145,5133,4018,4683
S01003146,2217,2815,1318
S01003147,4252,3182,3668
S01003148,2524,4027,3864
S01003149,3867,5054,3542
S01003150,1675,2227,1590
S01003151,1149,1925,1376
S01003152,2138,2377,3058
S01003153,3947,3174,4397
S01003154,1889,1368,713
S01003155,2573,4923,3466
S01003156,168,171,65
S01003157,404,531,374
S01003158,176,485,502
S01003159,80,89,87
S01003160,715,849,489
S01003161,2731,3068,2266
S01003162,3390,3473,3083
S01003163,5011,4306,2433
S01003164,827,1651,1552
S01003165,1313,1219,1928
S01003166,854,725,1188
S01003167,1120,1849,748
S01003168,3987,5672,4395
S01003169,3079,3665,3814
S01003170,3044,3716,3447
S01003171,2067,3993,1991
S01003172,1062,879,563
S01003173,462,573,592
S01003174,852,1337,1889
S01003175,2553,2618,2018
S01003176,74,146,145
S01003177,4702,4158,2972
S01003178,3092,2787,3810
S01003179,1822,2292,937
S01003180,4334,4236,6012
S01003181,2272,2022,2194
S01003182,610,1543,2513
S01003183,453,541,1382
S01003184,685,792,1631
S01003185,516,1063,1788
S01003186,2046,1048,2139
S01003187,1803,793,896
S01003188,1098,1461,839
S01003189,283,547,886
S01003190,720,1356,1983
S01003191,527,810,390
S01003192,178,1180,939
S01003193,3768,3114,2679
S01003194,912,1640,953
S01003195,3188,5132,3778
S01003196,2740,1134,3334
S01003197,5074,4752,4060
S01003198,1596,1966,613
S01003199,1228,2782,1786
S01003200,233,606,808
S01003201,1774,4267,4250
S01003202,1880,3178,1095
S01003203,3799,4141,3368
S01003204,545,1133,789
S01003205,1384,1024,855
S01003206,651,1073,408
S01003207,3236,2367,1850
S01003208,438,798,391
S01003209,2760,4631,5172
S01003210,2048,601,3079
S01003211,4529,3206,1018
S01003212,4278,5016,3243
S01003213,1504,748,1324
S01003214,4022,4644,2906
S01003215,1573,2992,1212
S01003216,2674,4968,4248
S01003217,399,600,767
S01003218,3561,2904,3229
S01003219,4594,4233,4385
S01003220,2384,1625,1522
S01003221,469,602,215
S01003222,2743,1241,659
S01003223,264,393,194
S01003224,4688,5444,5147
S01003225,2168,3310,1936
S01003226,673,2805,451
S01003227,689,1346,938
S01003228,1506,1637,1835
S01003229,4750,3691,3860
S01003230,2840,3918,2231
S01003231,1813,3363,2668
S01003232,54,111,38
S01003233,5652,4178,4819
S01003234,2738,1863,3623
S01003235,3440,5712,3523
S01003236,1955,1515,2186
S01003237,3113,3553,3615
S01003238,2763,3586,3468
S01003239,2047,921,724
S01003240,3785,1468,4355
S01003241,5212,4536,6062
S01003242,3312,3806,3348
S01003243,1848,1564,1842
S01003244,2517,2984,2396
S01003245,1882,1558,892
S01003246,1983,2257,833
S01003247,1608,2330,1255
S01003248,2329,1090,816
S01003249,1993,1777,586
S01003250,1061,1512,1211
S01003251,1784,1038,1586
S01003252,6277,6103,4943
S01003253,1014,1271,436
S01003254,1855,1970,1919
S01003255,418,199,557
S01003256,775,651,661
S01003257,3612,3268,3990
S01003258,2825,4597,5028
S01003259,2562,2745,2362
S01003260,2832,4906,5444
S01003261,2684,4106,1747
S01003262,463,612,96
S01003263,365,380,168
S01003264,4044,4497,3353
S01003265,1795,1530,1912
S01003266,4012,3592,4166
S01003267,4059,2926,2072
S01003268,1371,2226,1920
S01003269,1427,1840,577
S01003270,229,429,175
S01003271,350,704,667
S01003272,1439,1150,778
S01003273,294,191,95
S01003274,95,803,1434
S01003275,454,914,1998
S01003276,3160,4684,5606
S01003277,2171,2304,2138
S01003278,1581,1890,3271
S01003279,65,143,93
S01003280,557,976,960
S01003281,1682,1352,1342
S01003282,617,1928,2211
S01003283,4517,5313,3435
S01003284,2154,3409,2923
S01003285,188,970,159
S01003286,965,677,876
S01003287,3637,1828,2991
S01003288,2987,6070,4806
S01003289,808,493,889
S01003290,1631,1245,753
S01003291,3033,2024,2677
S01003292,1936,1057,3238
S01003293,877,843,776
S01003294,328,1308,2287
S01003295,4068,3834,4335
S01003296,81,225,242
S01003297,425,576,570
S01003298,1876,3044,1917
S01003299,234,122,897
S01003300,3777,2907,1794
S01003301,539,708,301
S01003302,68,81,78
S01003303,70,137,173
S01003304,938,2218,1532
S01003305,1246,933,1088
S01003306,3347,2871,2730
S01003307,1875,3457,2881
S01003308,1580,515,2041
S01003309,151,415,624
S01003310,3411,3171,2475
S01003311,1991,2452,4502
S01003312,2429,1601,3262
S01003313,121,185,222
S01003314,15,6,11
S01003315,3142,2059,2345
S01003316,652,466,461
S01003317,2782,3255,3749
S01003318,4046,3938,3729
S01003319,195,1496,6487
S01003320,1576,3392,1204
S01003321,4488,3860,4686
S01003322,573,530,718
S01003323,2059,5253,4985
S01003324,344,544,670
S01003325,2706,2868,3761
S01003326,2507,2495,2121
S01003327,419,992,238
S01003328,49,133,130
S01003329,384,958,1305
S01003330,5007,5919,6381
S01003331,1318,1161,1884
S01003332,1175,241,999
S01003333,254,353,304
S01003334,1790,1416,2008
S01003335,289,104,46
S01003336,605,874,425
S01003337,609,361,261
S01003338,2576,2302,2068
S01003339,3415,4869,3450
S01003340,568,1157,1266
S01003341,3565,3334,3883
S01003342,405,525,494
S01003343,495,854,2388
S01003344,3068,2987,4509
S01003345,4302,3234,2479
S01003346,1404,2078,1607
S01003347,774,1194,396
S01003348,647,1542,1505
S01003349,1337,1963,1492
S01003350,3421,2206,2959
S01003351,280,358,674
S01003352,976,1166,1287
S01003353,901,452,185
S01003354,3152,2825,4425
S01003355,1105,1465,1666
S01003356,918,1199,488
S01003357,100,294,269
S01003358,8,7,12
S01003359,5406,4551,4089
S01003360,1768,512,865
S01003361,913,1747,2334
S01003362,3474,3251,3248
S01003363,1856,1821,2951
S01003364,120,169,324
S01003365,238,1056,928
S01003366,521,496,382
S01003367,23,60,94
S01003368,1211,3023,1895
S01003369,4034,4232,4853
S01003370,729,2593,2400
S01003371,879,2689,2352
S01003372,1017,847,2033
S01003373,2,2,4
S01003374,1181,923,246
S01003375,4537,3714,4143
S01003376,739,217,708
S01003377,745,2245,2189
S01003378,2294,2012,1500
S01003379,299,220,536
S01003380,1524,965,2085
S01003381,1874,2990,2961
S01003382,1951,1769,1409
S01003383,903,2529,1303
S01003384,2651,2146,2835
S01003385,2186,3153,2996
S01003386,1902,875,1750
S01003387,509,1311,544
S01003388,501,572,918
S01003389,287,147,189
S01003390,728,558,375
S01003391,326,1518,1536
S01003392,502,1181,1655
S01003393,3128,2664,3251
S01003394,2780,3340,3120
S01003395,1849,3903,4167
S01003396,876,1878,1028
S01003397,278,716,1539
S01003398,1121,1084,1585
S01003399,191,318,690
S01003400,2477,2756,2402
S01003401,1101,1201,417
S01003402,796,319,569
S01003403,364,175,358
S01003404,2159,1981,1234
S01003405,4201,4709,6439
S01003406,2881,2995,3505
S01003407,910,3430,1721
S01003408,1099,1938,771
S01003409,386,1148,1538
S01003410,1,1,1
S01003411,1773,702,1479
S01003412,1216,988,1462
S01003413,801,1824,1163
S01003414,506,578,546
S01003415,2594,2235,1541
S01003416,352,219,132
S01003417,915,3138,3365
S01003418,1391,305,423
S01003419,308,213,485
S01003420,170,117,196
S01003421,1497,1450,1736
S01003422,1868,3387,2838
S01003423,3187,3238,2619
S01003424,1303,486,216
S01003425,2540,3372,2095
S01003426,968,1240,1490
S01003427,1115,1784,2538
S01003428,224,624,487
S01003429,3852,3890,3376
S01003430,1519,1399,1029
S01003431,2876,4534,2107
S01003432,1302,1051,722
S01003433,39,30,16
S01003434,1490,1881,2969
S01003435,354,399,657
S01003436,241,38,35
S01003437,470,204,474
S01003438,4183,2633,4238
S01003439,209,77,292
S01003440,480,1773,1073
S01003441,158,136,102
S01003442,951,431,1070
S01003443,886,917,976
S01003444,648,229,611
S01003445,1336,1711,869
S01003446,1701,1910,1304
S01003447,714,1294,3300
S01003448,3883,4887,4172
S01003449,3596,1298,1458
S01003450,561,1162,1937
S01003451,2401,2494,1892
S01003452,69,95,264
S01003453,1329,1435,2642
S01003454,1060,323,199
S01003455,346,844,1839
S01003456,212,306,760
S01003457,1161,2576,535
S01003458,3562,2062,2638
S01003459,653,1376,675
S01003460,962,245,255
S01003461,2628,5568,4401
S01003462,1520,427,966
S01003463,844,1622,1267
S01003464,1189,1456,1179
S01003465,862,2221,2062
S01003466,443,250,119
S01003467,995,3940,3225
S01003468,1759,2110,1292
S01003469,1151,1559,673
S01003470,1233,818,612
S01003471,122,907,1251
S01003472,1285,3081,1982
S01003473,666,543,389
S01003474,1460,3175,1041
S01003475,1829,1490,1175
S01003476,1683,2317,3336
S01003477,3746,3748,2947
S01003478,3267,3214,1184
S01003479,4914,4996,4323
S01003480,1529,795,1674
S01003481,2407,2539,1711
S01003482,1528,873,473
S01003483,614,2050,2971
S01003484,535,487,272
S01003485,2929,3449,3866
S01003486,161,752,922
S01003487,1184,1429,1349
S01003488,1508,2822,2213
S01003489,491,674,1195
S01003490,1672,2413,1576
S01003491,240,1377,266
S01003492,541,519,1224
S01003493,2641,804,1159
S01003494,1966,1547,1509
S01003495,638,1596,626
S01003496,2880,2156,2995
S01003497,4739,3682,1944
S01003498,4270,2222,2905
S01003499,4403,4535,3431
S01003500,1357,2005,1264
S01003501,691,1103,622
S01003502,368,1007,796
S01003503,4625,4582,4924
S01003504,859,1301,769
S01003505,679,3346,6487
S01003506,1989,2373,1931
S01003507,1648,2450,1360
S01003508,2689,2575,2174
S01003509,4799,4569,4175
S01003510,596,897,1436
S01003511,2902,3228,2122
S01003512,1193,1236,1665
S01003513,2213,2816,3223
S01003514,635,1616,854
S01003515,984,841,761
S01003516,3677,5681,3338
S01003517,2434,2773,3057
S01003518,960,1274,1038
S01003519,220,289,555
S01003520,4601,3927,5094
S01003521,284,230,600
S01003522,3736,3102,3678
S01003523,1806,1594,1049
S01003524,3430,4431,2624
S01003525,5535,3054,4199
S01003526,2638,1387,1773
S01003527,3706,3190,3677
S01003528,3493,3204,4533
S01003529,3356,5258,4514
S01003530,3324,3630,3553
S01003531,479,838,205
S01003532,3278,3093,3680
S01003533,1722,2979,2239
S01003534,1538,1954,1092
S01003535,1169,1430,1445
S01003536,5256,5033,4332
S01003537,3105,4211,3085
S01003538,1625,3765,2461
S01003539,4633,4957,5204
S01003540,123,481,581
S01003541,1010,1585,356
S01003542,2969,2794,2826
S01003543,355,208,913
S01003544,3999,3124,4676
S01003545,4596,3738,4281
S01003546,608,721,1657
S01003547,3418,3351,2527
S01003548,90,73,112
S01003549,2325,3726,1573
S01003550,5832,3316,5642
S01003551,2253,2819,924
S01003552,5098,4594,5122
S01003553,1917,494,1941
S01003554,5509,4059,5143
S01003555,2768,2430,1559
S01003556,1423,4779,2660
S01003557,577,1351,682
S01003558,4745,3291,3824
S01003559,899,3210,2319
S01003560,4237,3074,4128
S01003561,1068,922,1418
S01003562,717,749,371
S01003563,2578,1540,1354
S01003564,48,27,73
S01003565,1888,1865,2865
S01003566,2099,1457,1440
S01003567,531,758,566
S01003568,6177,2715,4048
S01003569,4564,4520,5190
S01003570,3518,5213,4911
S01003571,1749,1109,694
S01003572,322,288,545
S01003573,3193,4012,2326
S01003574,4007,4100,2712
S01003575,2190,1875,1954
S01003576,1012,1501,744
S01003577,1018,1762,874
S01003578,2198,931,3145
S01003579,621,425,871
S01003580,2010,3112,1201
S01003581,3121,3166,2059
S01003582,126,91,220
S01003583,2313,2372,2616
S01003584,529,995,315
S01003585,1851,2335,1967
S01003586,1846,1827,1616
S01003587,3051,4133,3088
S01003588,4761,4602,5690
S01003589,4031,3785,4321
S01003590,507,964,522
S01003591,5257,5577,5364
S01003592,628,1494,1577
S01003593,320,754,475
S01003594,2636,1720,4054
S01003595,157,190,243
S01003596,1144,1209,476
S01003597,4304,2456,3535
S01003598,2728,2612,2750
S01003599,625,806,862
S01003600,2978,1355,1484
S01003601,831,396,368
S01003602,3049,2396,3228
S01003603,402,942,649
S01003604,798,293,308
S01003605,553,165,254
S01003606,1730,2659,2250
S01003607,3371,3431,4314
S01003608,2498,4907,2780
S01003609,3360,4587,3303
S01003610,2847,1139,1474
S01003611,1364,1523,1153
S01003612,4940,2525,5609
S01003613,2264,3393,3558
S01003614,4008,3010,4481
S01003615,954,814,2836
S01003616,4926,5405,4870
S01003617,511,1222,403
S01003618,4066,3511,2909
S01003619,1304,751,471
S01003620,5131,5322,3954
S01003621,3291,4477,2988
S01003622,4150,4181,4105
S01003623,3796,4686,3818
S01003624,1745,1088,1220
S01003625,499,1385,1740
S01003626,1953,2966,2924
S01003627,2777,2463,1508
S01003628,1055,325,1194
S01003629,1724,1525,797
S01003630,2082,1382,1637
S01003631,3563,3570,3791
S01003632,4223,3687,4036
S01003633,1543,1418,2516
S01003634,2245,2018,1383
S01003635,437,1040,750
S01003636,991,1260,2208
S01003637,1043,3502,3139
S01003638,5052,3247,3547
S01003639,3730,3032,4548
S01003640,1443,1488,1146
S01003641,5370,5277,4066
S01003642,4199,3625,3688
S01003643,524,661,464
S01003644,1392,790,655
S01003645,2516,2788,2052
S01003646,171,203,138
S01003647,1310,2425,2803
S01003648,2633,4507,3646
S01003649,4883,4273,4148
S01003650,930,732,692
S01003651,898,3350,2377
S01003652,3431,1906,1705
S01003653,746,1229,109
S01003654,3045,3227,3281
S01003655,1244,1897,1993
S01003656,2177,2471,1202
S01003657,1300,2119,2531
S01003658,3741,3949,2629
S01003659,4185,5425,3451
S01003660,5969,6409,6075
S01003661,4817,4297,3618
S01003662,1077,811,1390
S01003663,474,166,334
S01003664,2817,1951,2460
S01003665,1007,404,120
S01003666,1778,1662,905
S01003667,3647,4472,5688
S01003668,3022,3000,3544
S01003669,1296,859,594
S01003670,768,1989,1100
S01003671,2791,2761,623
S01003672,409,503,631
S01003673,341,115,320
S01003674,2776,3252,2943
S01003675,2983,2125,3847
S01003676,4172,3731,5296
S01003677,1781,2795,2307
S01003678,2063,4013,2588
S01003679,2192,2690,2487
S01003680,627,1447,1081
S01003681,4749,5030,2521
S01003682,2281,2740,3766
S01003683,1491,1217,763
S01003684,1277,2719,2030
S01003685,3361,4789,3062
S01003686,2021,1426,1716
S01003687,261,1213,346
S01003688,928,692,1775
S01003689,629,1395,1673
S01003690,2225,3528,1653
S01003691,4514,4794,3828
S01003692,2931,2650,1806
S01003693,2246,3520,1228
S01003694,2038,4380,3068
S01003695,2160,1208,1682
S01003696,2893,4611,1838
S01003697,2416,3733,2949
S01003698,2144,4398,2198
S01003699,5387,5726,5931
S01003700,3546,3258,5765
S01003701,2497,2528,1778
S01003702,1642,3779,857
S01003703,1016,1442,1109
S01003704,1232,1146,1578
S01003705,1721,714,714
S01003706,1639,581,663
S01003707,167,256,295
S01003708,413,313,603
S01003709,493,174,45
S01003710,2683,1334,1754
S01003711,587,436,709
S01003712,1272,1067,1377
S01003713,1276,1344,996
S01003714,1416,1160,2378
S01003715,4314,3308,4163
S01003716,725,1363,1697
S01003717,606,993,1004
S01003718,1534,943,1664
S01003719,3681,4040,5342
S01003720,6337,5061,5377
S01003721,4367,2351,5078
S01003722,2949,982,2641
S01003723,5607,4879,3903
S01003724,1292,1883,2438
S01003725,642,435,1569
S01003726,4186,4393,4346
S01003727,2868,2063,3144
S01003728,6029,5624,6396
S01003729,1923,2279,2312
S01003730,570,1913,2114
S01003731,41,153,91
S01003732,4559,3800,4306
S01003733,3146,3369,3160
S01003734,1836,3919,2736
S01003735,1624,4788,2152
S01003736,4255,3467,3100
S01003737,1421,2867,4704
S01003738,3525,4898,4786
S01003739,5570,6442,6257
S01003740,5106,4403,5022
S01003741,4605,4296,4315
S01003742,6180,5916,6091
S01003743,5527,2458,2977
S01003744,5603,5348,4707
S01003745,3962,4326,3325
S01003746,4632,5861,5772
S01003747,5167,4964,4080
S01003748,3439,2096,4119
S01003749,5531,3941,4901
S01003750,3587,1714,3323
S01003751,3306,1763,2846
S01003752,6461,6088,6265
S01003753,1567,3820,4134
S01003754,3027,1999,2006
S01003755,943,378,813
S01003756,6446,5457,5755
S01003757,6131,6086,4656
S01003758,3124,70,101
S01003759,6402,2160,4753
S01003760,5059,3881,4619
S01003761,2258,3702,2814
S01003762,5598,5002,5943
S01003763,4204,255,4024
S01003764,5712,4881,4516
S01003765,4768,2660,1887
S01003766,3028,2095,2259
S01003767,3271,2973,3196
S01003768,4966,6095,6259
S01003769,4346,5293,3743
S01003770,6164,6050,6003
S01003771,4663,4349,4968
S01003772,4392,5396,6323
S01003773,3606,6180,2045
S01003774,2574,4436,4388
S01003775,4572,5956,5982
S01003776,1969,4159,5041
S01003777,3974,5278,5279
S01003778,6355,4665,1084
S01003779,6322,4868,5463
S01003780,2737,5093,5635
S01003781,5720,4989,4292
S01003782,6479,5167,5124
S01003783,1259,1955,1051
S01003784,4207,5664,5312
S01003785,5920,4487,5091
S01003786,4740,6097,5858
S01003787,2428,4986,3807
S01003788,4112,4603,5587
S01003789,6493,6493,6387
S01003790,2175,1409,1085
S01003791,4401,3031,3130
S01003792,4992,4256,4737
S01003793,1275,186,221
S01003794,5163,2645,2805
S01003795,4146,571,3777
S01003796,291,126,826
S01003797,3011,2443,2801
S01003798,5273,5875,5337
S01003799,4427,5546,5781
S01003800,3137,1478,1121
S01003801,3075,2667,1818
S01003802,4535,4242,3792
S01003803,4979,5628,6427
S01003804,2202,3868,2998
S01003805,1106,1142,1515
S01003806,3480,1719,3417
S01003807,6272,5098,6362
S01003808,5476,3513,3573
S01003809,3316,4733,4419
S01003810,3789,2574,5110
S01003811,5177,5366,6146
S01003812,3341,2726,1801
S01003813,6217,5042,5262
S01003814,4467,4169,5075
S01003815,113,222,105
S01003816,6163,5210,6297
S01003817,1278,1565,1321
S01003818,1489,2180,2901
S01003819,5415,4861,4775
S01003820,990,2013,3018
S01003821,3701,4710,3045
S01003822,2101,1173,1426
S01003823,3238,1047,2550
S01003824,221,268,263
S01003825,4036,2887,3240
S01003826,1599,467,1589
S01003827,1650,1283,1893
S01003828,607,2268,2179
S01003829,3313,1511,1017
S01003830,865,1003,2007
S01003831,6140,5851,5230
S01003832,3063,3094,3032
S01003833,1786,562,1055
S01003834,4098,2397,3312
S01003835,5855,6436,5508
S01003836,3703,1318,2581
S01003837,1350,1561,901
S01003838,4859,4833,4217
S01003839,1024,2861,640
S01003840,4017,5901,3725
S01003841,5807,5962,6119
S01003842,4296,4955,5381
S01003843,6290,6416,5357
S01003844,6112,6466,6014
S01003845,498,1379,444
S01003846,5719,6043,5708
S01003847,4352,4281,3539
S01003848,6055,6282,6295
S01003849,119,184,188
S01003850,3301,3159,4061
S01003851,6278,5989,6446
S01003852,3144,4808,1290
S01003853,3,4,3
S01003854,5463,2510,2255
S01003855,163,129,206
S01003856,1823,1082,1482
S01003857,4234,5891,5403
S01003858,2094,3224,4158
S01003859,3990,5583,6133
S01003860,105,101,51
S01003861,4902,4936,3909
S01003862,187,193,344
S01003863,3243,6181,5166
S01003864,3126,4798,5972
S01003865,5658,4136,3935
S01003866,4829,5317,5892
S01003867,3200,3616,3491
S01003868,5338,4164,6311
S01003869,6265,5957,5241
S01003870,5847,5514,5182
S01003871,3532,4454,5885
S01003872,5571,5357,4381
S01003873,5678,5386,5568
S01003874,4683,5660,5100
S01003875,5465,5233,4944
S01003876,5069,5299,4574
S01003877,5633,4643,4603
S01003878,1107,1696,983
S01003879,6493,3446,4254
S01003880,6371,5469,3970
S01003881,5970,3898,5768
S01003882,2558,3892,1756
S01003883,3307,3655,2891
S01003884,861,833,2291
S01003885,4956,3845,2558
S01003886,1794,1495,4223
S01003887,1200,2067,3208
S01003888,6427,4209,5129
S01003889,3583,2307,4044
S01003890,4111,4911,4115
S01003891,6298,5755,6109
S01003892,4369,3717,4526
S01003893,4318,3417,5217
S01003894,55,64,338
S01003895,6450,5752,4976
S01003896,3976,5694,6176
S01003897,3260,4469,6198
S01003898,2381,1670,4268
S01003899,4163,2215,2389
S01003900,5365,1350,4406
S01003901,6401,5269,4530
S01003902,5479,3574,4792
S01003903,4990,6237,5902
S01003904,1821,276,1097
S01003905,6422,5692,6136
S01003906,4281,3481,2061
S01003907,358,287,183
S01003908,2997,2651,4333
S01003909,5692,6243,3484
S01003910,1417,2272,431
S01003911,5085,3270,6487
S01003912,4253,3750,4209
S01003913,5884,5648,3399
S01003914,4394,5837,5740
S01003915,5552,5769,4787
S01003916,6059,6267,6449
S01003917,1839,4189,2788
S01003918,5517,5113,2710
S01003919,2307,660,366
S01003920,1554,363,258
S01003921,2256,870,1945
S01003922,66,243,232
S01003923,3658,2744,2442
S01003924,1334,2128,829
S01003925,3795,4319,3131
S01003926,875,455,734
S01003927,2356,6288,2532
S01003928,2061,920,1148
S01003929,6400,2287,2796
S01003930,848,1252,2076
S01003931,1129,1896,902
S01003932,4755,4433,4448
S01003933,5190,3500,6331
S01003934,3293,3524,4390
S01003935,3735,1579,610
S01003936,6423,6313,6182
S01003937,1954,1239,856
S01003938,2320,5746,4739
S01003939,6011,6455,5687
S01003940,1584,2326,678
S01003941,5882,5537,5812
S01003942,4306,2436,1978
S01003943,3157,1121,1502
S01003944,3884,3217,2215
S01003945,5679,3564,4843
S01003946,6233,5179,5602
S01003947,4461,6085,4962
S01003948,6293,6300,5289
S01003949,5239,5879,5779
S01003950,3772,3472,3997
S01003951,4214,4043,5512
S01003952,5843,6158,5971
S01003953,5458,5871,5281
S01003954,3506,4756,6397
S01003955,3722,860,1533
S01003956,4624,3221,4393
S01003957,5681,3118,5951
S01003958,5321,3582,5146
S01003959,4661,6057,5963
S01003960,4719,1633,4637
S01003961,3067,2298,2093
S01003962,2141,2629,4685
S01003963,4023,4740,4334
S01003964,6016,4784,6034
S01003965,6308,6270,5077
S01003966,6286,5328,5470
S01003967,5615,5240,6379
S01003968,5708,4683,5480
S01003969,6026,5124,5285
S01003970,5596,5732,6270
S01003971,2753,1144,1111
S01003972,4075,6175,6038
S01003973,5555,6314,6368
S01003974,6189,5011,5632
S01003975,5852,6018,4948
S01003976,72,331,349
S01003977,941,112,48
S01003978,681,68,160
S01003979,2332,2114,4124
S01003980,6316,4313,1860
S01003981,1819,532,1521
S01003982,832,580,729
S01003983,3259,2929,3682
S01003984,417,42,74
S01003985,3500,1174,1450
S01003986,1330,2595,3309
S01003987,6379,5856,6321
S01003988,4879,6165,5065
S01003989,5912,5043,5935
S01003990,6094,6140,6374
S01003991,2191,5669,4490
S01003992,6266,5866,4236
S01003993,5689,6259,6487
S01003994,5359,6169,1990
S01003995,3452,4782,4730
S01003996,6493,5297,5640
S01003997,1661,822,437
S01003998,4292,1400,1574
S01003999,3199,1432,543
S01004000,2530,4117,2781
S01004001,6493,3928,3649
S01004002,1673,162,265
S01004003,4119,4035,2875
S01004004,5243,4632,3358
S01004005,5725,3005,2124
S01004006,5988,3742,2361
S01004007,2815,2662,174
S01004008,6404,6272,6423
S01004009,5829,4463,5459
S01004010,6493,6064,6455
S01004011,6303,6324,6219
S01004012,4323,2339,3003
S01004013,5617,4922,4480
S01004014,4412,3826,3629
S01004015,5649,5248,4458
S01004016,4933,5617,6221
S01004017,5317,5718,5442
S01004018,6123,6361,6261
S01004019,5957,6062,6251
S01004020,5214,5680,4234
S01004021,5959,5833,6159
S01004022,3320,3535,5417
S01004023,4911,4279,5096
S01004024,5000,3896,2617
S01004025,2781,1725,946
S01004026,3174,3581,3204
S01004027,1333,1105,810
S01004028,1362,899,891
S01004029,3325,2886,3095
S01004030,1414,1715,1104
S01004031,3991,4649,3993
S01004032,107,1250,2038
S01004033,803,2241,1345
S01004034,5160,4935,3246
S01004035,281,1281,1663
S01004036,2626,5499,3968
S01004037,3153,3831,3350
S01004038,1578,2581,2197
S01004039,184,413,719
S01004040,4988,4330,5530
S01004041,530,891,418
S01004042,146,234,37
S01004043,4291,4489,5828
S01004044,2379,2465,3213
S01004045,3919,4042,3153
S01004046,489,402,962
S01004047,3196,2566,3893
S01004048,2210,1467,1311
S01004049,3217,2094,2440
S01004050,744,625,703
S01004051,1403,1578,2132
S01004052,1095,1567,501
S01004053,1046,1504,1504
S01004054,1472,1544,2295
S01004055,792,4108,2602
S01004056,2029,2798,3409
S01004057,2066,957,4347
S01004058,1166,3133,2765
S01004059,2992,1476,1214
S01004060,751,662,1617
S01004061,2095,3810,1289
S01004062,4626,3654,4678
S01004063,735,1000,412
S01004064,4097,5609,4612
S01004065,1407,482,989
S01004066,309,528,434
S01004067,2126,3510,1654
S01004068,1253,390,347
S01004069,1138,357,122
S01004070,71,154,379
S01004071,3309,2248,142
S01004072,366,773,388
S01004073,1256,1953,1465
S01004074,411,1044,912
S01004075,378,290,605
S01004076,4182,2515,2268
S01004077,1964,4289,2097
S01004078,3639,2682,1498
S01004079,262,218,521
S01004080,1577,2044,398
S01004081,1627,1259,823
S01004082,5691,6317,5939
S01004083,1647,980,2393
S01004084,956,900,844
S01004085,1776,1396,1604
S01004086,3739,3179,5086
S01004087,316,587,783
S01004088,436,986,1397
S01004089,1223,1224,1556
S01004090,303,1666,736
S01004091,3416,2980,4320
S01004092,2515,1735,979
S01004093,82,100,62
S01004094,21,48,40
S01004095,3251,1302,1803
S01004096,4128,5654,3272
S01004097,1342,1497,2028
S01004098,2297,1480,2773
S01004099,5738,6467,6037
S01004100,3026,3325,3220
S01004101,4338,1545,2010
S01004102,3757,4558,2140
S01004103,3613,5319,5211
S01004104,4487,4723,3412
S01004105,3262,4113,2069
S01004106,3205,2769,3452
S01004107,3909,3888,3126
S01004108,4430,4049,5049
S01004109,4906,5757,6277
S01004110,4121,3882,4152
S01004111,4635,3904,5107
S01004112,5076,5783,5558
S01004113,3933,2845,3125
S01004114,2119,1569,2445
S01004115,4798,5074,5725
S01004116,4619,4031,4688
S01004117,2977,4157,4922
S01004118,1438,1744,1650
S01004119,2509,3154,3326
S01004120,4136,1238,4937
S01004121,4850,5260,5584
S01004122,3975,3981,3504
S01004123,4796,4316,2965
S01004124,2899,5019,4218
S01004125,6099,5588,4154
S01004126,329,506,250
S01004127,6348,6424,5657
S01004128,4015,6172,6263
S01004129,4741,4333,6217
S01004130,623,2928,3878
S01004131,703,794,1471
S01004132,4353,3629,3719
S01004133,2771,3907,4126
S01004134,5360,5148,6426
